gender,international,gpa,major,race,gmat,Work_exp,Work_industry,Age,Recomendation letter,Personal interview Score,Income,Marital status,Admission
Male,TRUE,3.31,Business,International,650,4,Consulting,28,Good,5,"$166,951.00 ",married,Deny
Male,TRUE,3.46,Business,International,770,6,Energy,31,Excellent,3,"$107,300.00 ",married,Admit
Male,FALSE,3.62,Business,Asian,730,5,Consulting,27,Excellent,5,"$178,722.00 ",married,Deny
Female,FALSE,3.24,Humanities,Hispanic,650,6,Consulting,28,Good,5,"$196,607.00 ",married,Deny
Male,FALSE,3.37,STEM,Black,710,5,Energy,31,Excellent,3,"$97,964.00 ",married,Deny
Male,FALSE,3.33,Business,White,610,5,Technology,33,Excellent,4,"$123,222.00 ",married,Deny
Female,TRUE,3.35,Business,International,640,7,Health Care,36,Excellent,3,"$92,833.00 ",married,Deny
Male,FALSE,3.23,STEM,White,650,5,PE/VC,29,Good,5,"$989,816.00 ",Unmarried,Deny
Female,FALSE,3.15,Humanities,Other,670,7,Other,36,Good,5,"$49,716.00 ",married,Deny
Male,TRUE,3.37,Humanities,International,690,5,Consulting,31,Good,4,"$129,196.00 ",married,Deny
Male,TRUE,3.12,Humanities,International,600,6,Consulting,28,Good,5,"$184,865.00 ",married,Deny
Female,FALSE,3.04,Humanities,White,600,6,Investment Banking,35,Good,4,"$173,909.00 ",Unmarried,Deny
Male,TRUE,3.04,Humanities,International,660,5,Consulting,32,Excellent,4,"$100,884.00 ",married,Deny
Male,FALSE,3.37,Humanities,Black,680,6,Investment Management,36,Excellent,4,"$163,437.00 ",Unmarried,Deny
Female,FALSE,3.39,Humanities,Hispanic,660,4,Health Care,25,Excellent,2,"$115,595.00 ",married,Deny
Male,FALSE,3.14,Humanities,Black,620,5,Other,32,Excellent,5,"$57,791.00 ",Unmarried,Deny
Female,FALSE,3.13,STEM,White,580,4,Other,36,Excellent,5,"$88,515.00 ",married,Deny
Male,FALSE,2.92,Humanities,Hispanic,620,3,Investment Management,24,Good,5,"$151,643.00 ",married,Deny
Male,FALSE,3.32,STEM,Asian,670,3,Health Care,30,Excellent,1,"$80,716.00 ",married,Deny
Female,FALSE,3.28,Humanities,White,600,5,Consulting,34,Good,4,"$113,256.00 ",Unmarried,Deny
Male,TRUE,3.5,Humanities,International,740,5,Investment Management,36,Good,3,"$165,338.00 ",married,Admit
Male,FALSE,3.02,STEM,Asian,580,4,PE/VC,28,Excellent,3,"$228,274.00 ",married,Deny
Male,FALSE,3.27,Humanities,White,700,3,Health Care,36,Good,3,"$102,924.00 ",married,Admit
Male,FALSE,3.52,Business,White,680,4,Consulting,35,Excellent,5,"$109,514.00 ",married,Deny
Male,FALSE,3.44,Business,Black,710,5,PE/VC,27,Good,4,"$701,124.00 ",Unmarried,Admit
Female,FALSE,3.28,Humanities,White,630,6,Technology,29,Regular,5,"$133,191.00 ",married,Deny
Male,TRUE,3.36,STEM,International,590,3,Investment Banking,24,Good,2,"$179,322.00 ",Unmarried,Deny
Male,FALSE,3.6,Business,Black,750,6,Technology,34,Excellent,3,"$121,082.00 ",married,Deny
Female,FALSE,3.07,Humanities,Black,660,6,Financial Services,29,Excellent,3,"$141,207.00 ",married,Deny
Male,FALSE,3.3,Business,Black,630,4,Consulting,35,Excellent,4,"$86,620.00 ",married,Deny
Female,FALSE,3.34,STEM,Hispanic,640,3,CPG,27,Excellent,2,"$95,781.00 ",married,Deny
Male,FALSE,3.3,Humanities,Other,730,4,Other,34,Good,5,"$41,011.00 ",married,Deny
Male,TRUE,3.36,Humanities,International,710,2,Other,36,Good,3,"$74,292.00 ",married,Admit
Male,FALSE,3.47,STEM,Black,710,4,PE/VC,31,Good,3,"$571,936.00 ",married,Deny
Male,FALSE,3.29,Humanities,White,670,6,Media/Entertainment,28,Excellent,4,"$65,211.00 ",married,Deny
Female,FALSE,3.18,Humanities,White,660,6,Consulting,32,Excellent,3,"$95,624.00 ",Unmarried,Deny
Male,FALSE,3.22,Business,White,600,6,Financial Services,37,Excellent,3,"$112,751.00 ",married,Deny
Male,FALSE,3.12,Humanities,Hispanic,580,5,Other,26,Excellent,4,"$75,443.00 ",married,Deny
Male,TRUE,3.4,Business,International,670,4,Financial Services,25,Good,1,"$141,095.00 ",married,Admit
Male,FALSE,3.22,STEM,Hispanic,650,4,Consulting,26,Good,3,"$109,680.00 ",married,Deny
Male,FALSE,3.19,Business,White,600,4,Nonprofit/Gov,25,Excellent,5,"$69,502.00 ",married,Deny
Male,FALSE,3.54,Business,Hispanic,620,5,Investment Management,33,Good,5,"$154,591.00 ",married,Deny
Female,FALSE,3.04,Humanities,Hispanic,590,7,Health Care,28,Excellent,3,"$110,975.00 ",Unmarried,Deny
Male,TRUE,3.31,Humanities,International,680,5,Other,37,Excellent,5,"$81,366.00 ",married,Admit
Male,FALSE,3.31,STEM,Other,680,5,Other,33,Good,3,"$65,870.00 ",married,Admit
Male,FALSE,3.34,Business,Asian,600,6,Health Care,32,Excellent,4,"$76,910.00 ",married,Deny
Male,FALSE,2.93,STEM,White,610,6,Technology,28,Excellent,3,"$149,367.00 ",married,Deny
Male,FALSE,3.39,Business,Other,660,5,Consulting,26,Excellent,4,"$131,637.00 ",married,Deny
Male,FALSE,3.02,Humanities,White,630,4,Investment Banking,33,Good,4,"$154,142.00 ",Unmarried,Deny
Female,TRUE,3.32,STEM,International,640,7,Other,36,Good,4,"$52,294.00 ",married,Deny
Male,TRUE,3.39,Humanities,International,750,4,Health Care,28,Excellent,4,"$80,073.00 ",married,Admit
Female,TRUE,3.36,STEM,International,710,4,Other,27,Good,1,"$62,758.00 ",married,Admit
Male,TRUE,3.44,Humanities,International,750,5,Other,31,Good,5,"$84,978.00 ",married,Deny
Female,FALSE,2.91,STEM,White,610,6,Technology,27,Good,3,"$125,574.00 ",married,Deny
Male,FALSE,3.18,Business,White,680,4,Other,25,Good,4,"$89,018.00 ",Unmarried,Deny
Female,FALSE,3.42,Business,Asian,650,3,Technology,28,Good,3,"$136,647.00 ",Unmarried,Deny
Male,FALSE,3.27,Humanities,Asian,720,5,Nonprofit/Gov,36,Good,2,"$85,875.00 ",married,Admit
Male,FALSE,3.24,Humanities,White,710,6,Nonprofit/Gov,37,Good,3,"$76,938.00 ",Unmarried,Deny
Female,FALSE,3.39,STEM,Asian,750,6,Investment Banking,29,Excellent,3,"$197,665.00 ",Unmarried,Deny
Male,FALSE,3.33,Humanities,White,660,7,Consulting,32,Good,3,"$214,391.00 ",married,Deny
Female,FALSE,3.29,Humanities,White,660,5,Technology,28,Good,5,"$147,312.00 ",Unmarried,Deny
Male,TRUE,3.25,Humanities,International,690,5,Media/Entertainment,26,Good,2,"$69,314.00 ",married,Deny
Male,FALSE,3.24,Business,Asian,730,6,Investment Management,31,Excellent,5,"$142,402.00 ",married,Deny
Male,FALSE,3.09,Business,Black,570,5,Consulting,36,Good,4,"$205,756.00 ",married,Deny
Male,FALSE,3.51,Humanities,White,740,6,Investment Banking,27,Good,4,"$194,471.00 ",Unmarried,Deny
Female,FALSE,3.28,Business,Asian,690,5,Nonprofit/Gov,34,Good,3,"$60,022.00 ",Unmarried,Deny
Male,TRUE,2.99,STEM,International,600,6,Nonprofit/Gov,27,Good,5,"$88,017.00 ",married,Deny
Female,TRUE,3.16,STEM,International,600,6,Real Estate,34,Excellent,5,"$120,218.00 ",Unmarried,Deny
Male,FALSE,3.13,STEM,Black,630,4,Consulting,26,Good,3,"$119,710.00 ",Unmarried,Deny
Male,FALSE,3.18,Business,White,660,5,Nonprofit/Gov,35,Excellent,4,"$84,312.00 ",married,Deny
Female,FALSE,3.08,Humanities,Black,620,4,PE/VC,32,Excellent,5,"$710,174.00 ",Unmarried,Deny
Female,FALSE,3.51,Humanities,Asian,710,6,Consulting,36,Good,4,"$219,448.00 ",Unmarried,Deny
Male,TRUE,3.36,Humanities,International,730,5,Media/Entertainment,28,Excellent,4,"$110,314.00 ",married,Deny
Male,FALSE,3.16,Business,Hispanic,680,5,Health Care,37,Excellent,4,"$116,989.00 ",married,Deny
Female,FALSE,3.17,Business,Hispanic,570,5,Technology,30,Excellent,5,"$138,483.00 ",Unmarried,Deny
Male,TRUE,3.39,Business,International,590,5,Health Care,34,Good,3,"$82,182.00 ",Unmarried,Deny
Male,FALSE,3.15,STEM,White,620,4,Real Estate,29,Good,4,"$101,829.00 ",married,Deny
Male,TRUE,3.17,STEM,International,620,6,Technology,30,Regular,3,"$122,276.00 ",married,Deny
Male,FALSE,3.16,Business,Black,590,5,Investment Banking,32,Good,5,"$172,716.00 ",married,Deny
Female,TRUE,3.19,STEM,International,630,6,Consulting,32,Excellent,1,"$127,292.00 ",Unmarried,Deny
Male,FALSE,3.12,Business,Black,660,7,Consulting,34,Good,3,"$76,227.00 ",married,Deny
Male,FALSE,3.4,Business,White,650,7,Consulting,31,Good,2,"$138,828.00 ",married,Deny
Male,TRUE,3.33,STEM,International,640,4,Financial Services,35,Good,4,"$109,848.00 ",Unmarried,Deny
Male,FALSE,3.1,Business,Black,620,6,Consulting,30,Good,4,"$187,682.00 ",married,Deny
Male,TRUE,3.01,Humanities,International,570,4,Technology,32,Regular,3,"$147,361.00 ",married,Deny
Male,FALSE,3.23,Humanities,Asian,600,4,Health Care,35,Excellent,4,"$111,734.00 ",married,Deny
Male,TRUE,3.35,Humanities,International,660,6,Nonprofit/Gov,33,Good,5,"$88,285.00 ",Unmarried,Admit
Female,TRUE,3.11,Business,International,590,5,Health Care,36,Excellent,4,"$71,021.00 ",married,Deny
Female,FALSE,3.27,STEM,White,660,5,Financial Services,37,Excellent,3,"$144,606.00 ",Unmarried,Deny
Female,TRUE,3.39,Humanities,International,600,5,Investment Banking,31,Excellent,2,"$199,611.00 ",married,Deny
Male,FALSE,3.19,Business,White,680,4,Technology,37,Excellent,4,"$133,529.00 ",married,Deny
Male,FALSE,3.3,Business,White,630,7,Consulting,29,Excellent,3,"$184,379.00 ",married,Deny
Male,FALSE,3.29,Business,White,670,5,Nonprofit/Gov,37,Excellent,1,"$75,570.00 ",married,Admit
Female,FALSE,3.13,STEM,Black,570,5,Financial Services,29,Excellent,3,"$149,192.00 ",married,Deny
Male,TRUE,3.21,Humanities,International,630,2,Nonprofit/Gov,26,Good,4,"$73,041.00 ",Unmarried,Deny
Male,TRUE,3.11,Business,International,650,7,Nonprofit/Gov,32,Good,3,"$78,190.00 ",married,Deny
Male,FALSE,3.09,STEM,White,620,5,Nonprofit/Gov,28,Good,3,"$52,698.00 ",married,Deny
Male,FALSE,3.38,Business,Hispanic,680,5,Consulting,26,Good,5,"$125,603.00 ",married,Deny
Male,FALSE,3.2,STEM,Black,640,5,Consulting,33,Excellent,3,"$137,509.00 ",married,Deny
Male,FALSE,3.44,Humanities,Hispanic,620,6,PE/VC,37,Excellent,4,"$687,932.00 ",married,Deny
Male,TRUE,3.21,STEM,International,650,5,PE/VC,26,Excellent,5,"$795,211.00 ",married,Deny
Female,FALSE,3.11,STEM,Asian,670,6,Real Estate,37,Excellent,3,"$166,425.00 ",married,Deny
Male,FALSE,3.21,STEM,White,620,6,Investment Banking,30,Regular,1,"$176,284.00 ",married,Deny
Female,FALSE,3.48,STEM,Black,760,5,Consulting,26,Good,5,"$161,719.00 ",married,Deny
Male,FALSE,3.34,STEM,Hispanic,720,3,Financial Services,35,Excellent,1,"$144,100.00 ",married,Deny
Female,TRUE,3.7,Business,International,740,5,PE/VC,35,Excellent,3,"$822,680.00 ",married,Admit
Female,FALSE,3.24,Humanities,Asian,690,4,Investment Banking,33,Excellent,5,"$156,192.00 ",married,Deny
Male,TRUE,3.12,Humanities,International,630,5,Other,32,Excellent,4,"$77,187.00 ",married,Deny
Female,TRUE,3.34,Business,International,730,5,Other,26,Excellent,4,"$52,321.00 ",Unmarried,Admit
Female,FALSE,3.18,Humanities,Other,710,6,PE/VC,28,Good,3,"$391,559.00 ",married,Deny
Male,FALSE,3.29,Business,White,650,4,Consulting,35,Good,3,"$138,488.00 ",married,Deny
Female,TRUE,3.37,Humanities,International,650,7,Investment Banking,35,Good,4,"$192,487.00 ",Unmarried,Deny
Male,FALSE,3.27,STEM,Hispanic,680,6,Nonprofit/Gov,36,Good,2,"$88,738.00 ",married,Deny
Female,TRUE,3.19,STEM,International,600,5,Technology,29,Good,5,"$140,274.00 ",Unmarried,Deny
Male,FALSE,3.21,Humanities,Black,670,3,Other,31,Excellent,3,"$57,842.00 ",married,Deny
Male,FALSE,3.22,Humanities,White,700,7,Financial Services,35,Good,3,"$124,310.00 ",married,Deny
Male,FALSE,3.13,STEM,White,610,3,Consulting,37,Excellent,5,"$72,176.00 ",married,Deny
Male,FALSE,3.4,Business,Asian,650,7,PE/VC,31,Regular,3,"$549,771.00 ",married,Deny
Male,TRUE,2.99,STEM,International,600,4,Nonprofit/Gov,37,Excellent,4,"$73,003.00 ",Unmarried,Deny
Female,FALSE,2.96,STEM,Hispanic,570,6,PE/VC,36,Excellent,1,"$513,756.00 ",Unmarried,Deny
Male,TRUE,2.97,Humanities,International,580,5,Investment Management,35,Excellent,4,"$139,646.00 ",married,Deny
Female,FALSE,2.99,Business,White,570,4,Consulting,32,Good,2,"$87,859.00 ",Unmarried,Deny
Female,FALSE,3.22,Humanities,White,630,5,Other,34,Excellent,4,"$56,251.00 ",married,Deny
Male,FALSE,3.07,Humanities,White,570,6,Technology,30,Excellent,4,"$144,467.00 ",married,Deny
Female,FALSE,2.94,STEM,Asian,570,5,Nonprofit/Gov,34,Good,4,"$61,381.00 ",Unmarried,Deny
Male,FALSE,3.05,Humanities,White,610,6,Technology,33,Excellent,5,"$124,636.00 ",Unmarried,Deny
Male,FALSE,3.07,Business,Hispanic,570,5,PE/VC,29,Excellent,5,"$691,618.00 ",married,Deny
Male,FALSE,3.37,STEM,Asian,660,7,PE/VC,37,Good,2,"$477,436.00 ",Unmarried,Deny
Male,FALSE,2.96,STEM,White,570,6,Nonprofit/Gov,30,Good,4,"$79,904.00 ",married,Deny
Female,TRUE,3.16,Humanities,International,620,6,Consulting,34,Excellent,3,"$133,680.00 ",married,Deny
Male,FALSE,3.29,STEM,White,660,3,Consulting,36,Good,5,"$202,476.00 ",married,Admit
Male,FALSE,3.36,Humanities,White,640,6,PE/VC,29,Regular,5,"$884,099.00 ",married,Deny
Male,FALSE,3.23,Business,Hispanic,650,6,Nonprofit/Gov,34,Good,5,"$65,093.00 ",Unmarried,Deny
Male,FALSE,3.26,Humanities,Black,630,6,PE/VC,35,Good,1,"$642,695.00 ",Unmarried,Deny
Male,TRUE,3.21,Humanities,International,620,4,Consulting,29,Good,5,"$112,209.00 ",Unmarried,Deny
Male,TRUE,3.16,Business,International,640,5,Consulting,34,Excellent,5,"$195,693.00 ",married,Deny
Male,TRUE,3.26,STEM,International,680,7,Nonprofit/Gov,36,Good,5,"$54,645.00 ",Unmarried,Deny
Male,FALSE,3.28,STEM,Black,660,5,Consulting,29,Excellent,5,"$159,779.00 ",Unmarried,Deny
Female,FALSE,3.29,Humanities,White,680,5,Financial Services,30,Excellent,4,"$106,413.00 ",married,Deny
Male,FALSE,3.37,Business,Asian,630,6,Investment Banking,37,Excellent,3,"$166,477.00 ",married,Deny
Male,FALSE,3.12,STEM,Hispanic,630,5,Health Care,32,Good,3,"$91,899.00 ",married,Deny
Male,FALSE,3.34,Business,Asian,660,5,PE/VC,28,Excellent,3,"$417,713.00 ",Unmarried,Deny
Female,TRUE,3.12,Humanities,International,650,7,Nonprofit/Gov,35,Excellent,4,"$81,970.00 ",married,Deny
Male,TRUE,3.51,Humanities,International,720,4,Other,37,Good,5,"$78,641.00 ",Unmarried,Admit
Female,TRUE,3.13,Humanities,International,620,4,Investment Banking,26,Good,2,"$175,635.00 ",Unmarried,Deny
Male,FALSE,3.33,STEM,Black,690,4,PE/VC,27,Good,2,"$154,058.00 ",married,Deny
Female,FALSE,3.21,STEM,Asian,570,6,Nonprofit/Gov,29,Good,4,"$86,212.00 ",Unmarried,Deny
Female,FALSE,3.11,Business,Black,630,4,CPG,34,Good,4,"$87,242.00 ",married,Deny
Male,FALSE,3.21,Business,Black,680,6,Consulting,35,Excellent,5,"$212,217.00 ",married,Admit
Female,FALSE,3.25,STEM,Black,650,6,Investment Management,32,Good,3,"$199,745.00 ",married,Deny
Male,FALSE,3.31,Humanities,White,570,4,Technology,34,Good,3,"$131,684.00 ",married,Deny
Male,FALSE,3.48,Business,Black,640,3,Consulting,24,Excellent,4,"$145,968.00 ",married,Deny
Female,FALSE,3.17,STEM,Black,620,6,Nonprofit/Gov,32,Excellent,4,"$67,124.00 ",Unmarried,Deny
Female,TRUE,3.24,Humanities,International,640,5,Consulting,29,Good,2,"$212,516.00 ",Unmarried,Deny
Male,FALSE,3.17,STEM,White,650,5,Consulting,31,Excellent,4,"$160,252.00 ",married,Deny
Male,FALSE,3.19,STEM,White,640,6,PE/VC,33,Excellent,3,"$911,386.00 ",Unmarried,Deny
Male,FALSE,3.26,Humanities,Black,640,5,Nonprofit/Gov,35,Good,5,"$52,968.00 ",Unmarried,Deny
Female,FALSE,2.89,STEM,Asian,590,4,Consulting,25,Good,3,"$169,791.00 ",Unmarried,Deny
Male,FALSE,3.35,Humanities,Hispanic,700,5,Nonprofit/Gov,30,Good,3,"$83,549.00 ",married,Admit
Female,TRUE,3.54,STEM,International,680,6,Consulting,37,Good,3,"$193,243.00 ",married,Admit
Male,TRUE,3.04,Business,International,570,6,Real Estate,27,Excellent,5,"$137,293.00 ",married,Deny
Female,FALSE,3.26,Humanities,Hispanic,640,6,Technology,31,Excellent,4,"$145,260.00 ",married,Deny
Male,FALSE,3.26,Humanities,Hispanic,620,6,Health Care,30,Good,3,"$112,307.00 ",married,Deny
Female,FALSE,3.08,Humanities,White,600,4,Financial Services,31,Good,3,"$108,434.00 ",married,Deny
Male,FALSE,3.06,STEM,White,620,6,PE/VC,27,Excellent,5,"$417,880.00 ",Unmarried,Deny
Female,FALSE,3.51,Business,Other,710,4,Real Estate,34,Good,4,"$75,112.00 ",married,Deny
Female,FALSE,3.27,Business,Asian,620,6,Real Estate,30,Excellent,4,"$143,344.00 ",Unmarried,Deny
Male,FALSE,3.48,Business,White,740,4,Consulting,29,Good,5,"$187,993.00 ",Unmarried,Deny
Male,TRUE,3.43,STEM,International,670,4,Technology,31,Good,5,"$137,316.00 ",married,Admit
Male,FALSE,3.29,STEM,Asian,620,5,PE/VC,35,Good,4,"$410,881.00 ",married,Deny
Male,FALSE,3.32,Business,Black,750,5,Nonprofit/Gov,29,Good,4,"$59,152.00 ",Unmarried,Deny
Male,TRUE,3.24,STEM,International,650,5,Other,33,Excellent,5,"$75,499.00 ",married,Deny
Female,FALSE,3.33,STEM,Black,580,5,Other,27,Good,2,"$54,106.00 ",married,Deny
Female,FALSE,3.23,STEM,Asian,640,5,Energy,26,Excellent,3,"$119,922.00 ",Unmarried,Deny
Male,TRUE,3.19,Business,International,650,6,PE/VC,33,Excellent,3,"$986,264.00 ",married,Deny
Female,FALSE,3.05,Humanities,White,610,4,Technology,34,Good,3,"$123,333.00 ",married,Deny
Female,FALSE,3.32,Humanities,Black,620,4,PE/VC,25,Excellent,5,"$652,513.00 ",Unmarried,Deny
Male,FALSE,3.21,Business,Asian,620,7,Nonprofit/Gov,31,Good,5,"$77,266.00 ",married,Deny
Female,TRUE,3.33,Humanities,International,650,5,Consulting,27,Good,1,"$155,618.00 ",married,Deny
Male,FALSE,3.32,Humanities,White,640,4,Nonprofit/Gov,25,Excellent,5,"$82,235.00 ",Unmarried,Deny
Female,FALSE,3.23,STEM,Asian,690,4,PE/VC,25,Excellent,4,"$396,871.00 ",Unmarried,Deny
Male,FALSE,3.2,Humanities,Asian,650,5,Financial Services,34,Excellent,3,"$99,457.00 ",married,Deny
Male,TRUE,3.01,STEM,International,580,7,Consulting,31,Excellent,3,"$199,708.00 ",married,Deny
Female,FALSE,3.43,STEM,Asian,600,4,Other,33,Good,3,"$47,723.00 ",Unmarried,Deny
Female,FALSE,3.48,Business,Other,700,5,Consulting,34,Excellent,4,"$189,271.00 ",Unmarried,Deny
Male,FALSE,3.4,STEM,White,730,6,Consulting,37,Excellent,5,"$190,786.00 ",married,Deny
Male,FALSE,3.02,Business,Hispanic,580,7,PE/VC,30,Good,5,"$934,063.00 ",Unmarried,Deny
Male,FALSE,3.17,Humanities,White,640,4,Technology,25,Good,5,"$121,301.00 ",married,Deny
Male,FALSE,3.41,Business,Asian,730,5,PE/VC,30,Good,3,"$573,575.00 ",married,Admit
Female,FALSE,3.22,Humanities,White,610,4,Consulting,29,Excellent,3,"$144,520.00 ",married,Deny
Female,TRUE,3.09,Humanities,International,660,7,Health Care,28,Excellent,3,"$95,480.00 ",married,Deny
Female,FALSE,3.3,Business,Asian,780,5,Other,31,Good,3,"$74,366.00 ",married,Deny
Female,TRUE,3.19,Humanities,International,660,6,PE/VC,29,Excellent,3,"$950,669.00 ",married,Deny
Male,TRUE,3.37,Business,International,680,7,Financial Services,33,Excellent,4,"$116,163.00 ",Unmarried,Deny
Male,FALSE,3.26,Business,Black,630,6,Other,30,Good,4,"$85,119.00 ",married,Deny
Female,FALSE,3.1,STEM,Black,590,4,Consulting,34,Good,4,"$207,961.00 ",Unmarried,Deny
Female,TRUE,2.96,Humanities,International,610,5,Consulting,27,Good,5,"$142,520.00 ",Unmarried,Deny
Male,FALSE,3.03,STEM,Asian,570,4,PE/VC,37,Excellent,3,"$745,185.00 ",married,Deny
Male,TRUE,3.45,Business,International,640,3,Nonprofit/Gov,25,Good,4,"$67,660.00 ",Unmarried,Deny
Male,FALSE,3.18,Humanities,Asian,660,6,Nonprofit/Gov,32,Excellent,5,"$73,642.00 ",married,Deny
Male,TRUE,3.44,STEM,International,750,5,Other,26,Excellent,5,"$59,767.00 ",Unmarried,Deny
Male,FALSE,3.34,Business,Asian,700,7,Consulting,32,Good,4,"$181,040.00 ",married,Admit
Male,FALSE,3.25,Humanities,White,680,4,Consulting,33,Good,3,"$118,697.00 ",married,Deny
Male,FALSE,3.13,Business,Hispanic,700,5,Health Care,31,Excellent,4,"$117,120.00 ",married,Deny
Male,FALSE,3.39,Business,White,710,5,Nonprofit/Gov,30,Good,5,"$69,944.00 ",married,Admit
Female,FALSE,3.33,Humanities,Asian,680,6,PE/VC,30,Regular,5,"$230,762.00 ",married,Admit
Male,FALSE,3.31,Business,Other,620,4,Nonprofit/Gov,25,Excellent,5,"$53,654.00 ",married,Deny
Male,FALSE,3.16,STEM,Asian,570,5,Consulting,32,Good,4,"$106,487.00 ",Unmarried,Deny
Female,FALSE,3.02,Business,White,590,6,Technology,32,Excellent,2,"$141,768.00 ",married,Deny
Male,FALSE,3.43,STEM,Hispanic,640,3,Consulting,25,Good,5,"$180,316.00 ",married,Deny
Male,FALSE,3.13,STEM,Black,670,6,Investment Management,31,Excellent,3,"$97,406.00 ",married,Deny
Female,FALSE,3.25,Humanities,Other,570,6,PE/VC,27,Good,4,"$159,623.00 ",married,Deny
Male,TRUE,3.19,Humanities,International,650,6,Consulting,29,Good,5,"$145,815.00 ",married,Deny
Female,TRUE,3.38,STEM,International,640,4,Nonprofit/Gov,25,Excellent,4,"$59,142.00 ",Unmarried,Deny
Male,FALSE,3.36,Humanities,Asian,660,4,Financial Services,30,Excellent,5,"$127,022.00 ",married,Deny
Male,FALSE,3.12,Humanities,Asian,570,5,Technology,34,Good,3,"$148,673.00 ",Unmarried,Deny
Male,FALSE,3.5,STEM,Asian,690,3,Other,25,Good,4,"$64,771.00 ",Unmarried,Admit
Female,FALSE,3.28,Business,Hispanic,590,6,Financial Services,27,Good,3,"$147,837.00 ",married,Deny
Female,FALSE,3.22,Business,White,570,6,Consulting,36,Good,3,"$179,676.00 ",married,Deny
Female,FALSE,3.02,STEM,Hispanic,570,7,Technology,31,Good,1,"$126,186.00 ",married,Deny
Female,FALSE,3.22,STEM,Asian,660,4,PE/VC,26,Good,5,"$141,685.00 ",Unmarried,Deny
Female,FALSE,3.22,Business,White,710,3,Consulting,34,Good,5,"$137,806.00 ",Unmarried,Deny
Female,FALSE,3.15,Humanities,White,600,5,Other,31,Excellent,4,"$89,445.00 ",married,Deny
Male,FALSE,3.01,STEM,Black,620,7,Health Care,37,Good,5,"$79,030.00 ",married,Deny
Male,TRUE,3.25,Business,International,710,5,Other,29,Good,4,"$41,461.00 ",Unmarried,Deny
Female,TRUE,3.19,STEM,International,660,6,Nonprofit/Gov,31,Excellent,4,"$85,535.00 ",married,Deny
Male,FALSE,3.45,Humanities,Asian,710,5,Investment Banking,32,Good,1,"$193,668.00 ",Unmarried,Deny
Male,TRUE,3.39,Business,International,780,5,Technology,37,Excellent,4,"$125,491.00 ",married,Deny
Male,TRUE,3.41,STEM,International,700,3,PE/VC,31,Good,2,"$448,655.00 ",married,Deny
Female,TRUE,3.17,STEM,International,650,4,Technology,35,Good,3,"$145,972.00 ",married,Deny
Male,FALSE,2.98,Business,Black,570,5,Financial Services,27,Excellent,3,"$113,290.00 ",Unmarried,Deny
Male,TRUE,3.19,STEM,International,720,5,Consulting,37,Good,3,"$118,686.00 ",Unmarried,Deny
Male,TRUE,3.33,Business,International,600,4,Financial Services,30,Excellent,2,"$136,158.00 ",married,Deny
Female,FALSE,3.31,STEM,Other,640,5,Consulting,28,Excellent,1,"$160,091.00 ",Unmarried,Deny
Male,FALSE,3.11,Business,White,570,5,Consulting,35,Excellent,5,"$186,770.00 ",married,Deny
Female,FALSE,3.4,Humanities,Black,750,6,PE/VC,27,Good,5,"$362,674.00 ",Unmarried,Deny
Female,FALSE,3.34,STEM,Asian,690,6,PE/VC,28,Good,4,"$104,184.00 ",married,Deny
Male,FALSE,3.41,STEM,Black,670,6,Nonprofit/Gov,37,Excellent,3,"$54,014.00 ",married,Deny
Male,TRUE,2.94,Humanities,International,570,6,Health Care,34,Excellent,5,"$71,955.00 ",Unmarried,Deny
Male,FALSE,3.06,Humanities,White,590,7,Consulting,36,Good,3,"$192,753.00 ",married,Deny
Male,TRUE,3.29,STEM,International,670,4,PE/VC,25,Good,4,"$349,925.00 ",married,Deny
Female,FALSE,2.96,STEM,Black,630,5,Nonprofit/Gov,31,Excellent,5,"$72,196.00 ",married,Deny
Male,FALSE,3.28,Business,Black,720,5,Consulting,28,Good,3,"$188,822.00 ",Unmarried,Admit
Male,FALSE,3.22,Humanities,Hispanic,760,6,Technology,27,Good,4,"$126,821.00 ",married,Deny
Male,FALSE,3.43,STEM,White,780,5,Consulting,32,Excellent,4,"$128,840.00 ",married,Deny
Male,TRUE,3.5,Business,International,680,5,Other,30,Good,3,"$43,039.00 ",Unmarried,Admit
Female,TRUE,3.15,Business,International,650,5,Retail,30,Good,5,"$68,663.00 ",Unmarried,Deny
Male,FALSE,3.33,Business,White,660,5,Consulting,37,Excellent,4,"$190,965.00 ",married,Deny
Male,TRUE,3.16,Humanities,International,670,4,Nonprofit/Gov,29,Good,5,"$68,787.00 ",married,Deny
Female,FALSE,3.08,Business,Black,690,6,Consulting,32,Good,4,"$121,719.00 ",married,Deny
Male,FALSE,3.11,Business,Hispanic,600,5,Financial Services,37,Good,5,"$121,885.00 ",Unmarried,Deny
Male,FALSE,3.38,Humanities,White,660,4,Financial Services,29,Excellent,5,"$147,298.00 ",Unmarried,Deny
Male,FALSE,3.17,Humanities,Hispanic,630,6,Technology,34,Excellent,2,"$144,261.00 ",married,Deny
Male,TRUE,3.11,Business,International,660,6,Nonprofit/Gov,31,Excellent,5,"$78,395.00 ",Unmarried,Deny
Male,FALSE,3.33,Business,Black,740,6,PE/VC,27,Good,4,"$105,031.00 ",married,Deny
Female,FALSE,3.02,Business,Black,610,5,PE/VC,26,Good,5,"$426,713.00 ",Unmarried,Deny
Male,FALSE,3.06,Humanities,White,620,5,Technology,33,Excellent,5,"$135,860.00 ",Unmarried,Deny
